description,location,price_naira,bedrooms,bathrooms,city,house_type,building_age
Furnished 3bedroom Duplex,Orchid Lekki Lagos,12000000.0,3.0,3.0,Lekki,duplex,Old
Furnished Oceanview 3bedroom And A Bq,Bluewater Apartment Victoria Island Extension Victoria Island Lagos,40000000.0,3.0,4.0,Victoria Island,,Old
4 Bedroom Terrace Duplex,Happy Land Estate Sangotedo Ajah Lagos,7000000.0,4.0,5.0,Ajah,duplex,Old
Fully Furnished 3bedroom Penthouse For Rent In Oniru,Akinogun Str Oniru Victoria Island Lagos,32000000.0,3.0,3.0,Victoria Island,penthouse,Old
4 Bedroom Duplex For Rent In A Serene Environment,Orchid Lekki Lagos,15000000.0,4.0,4.0,Lekki,duplex,Old
Newly Built Room Selfcontain At Ayobo,Nnpc Golden Spoon Area Ayobo Ipaja Lagos,500000.0,1.0,1.0,Iyana Ipaja,,New
Newly Built Mini Flat,Back Of Nnpc Ayobo Ipaja Lagos,1000000.0,1.0,1.0,Iyana Ipaja,flat & apartment,New
Newly Built Mini Flat At Ayobo Ifesowapo Area,Ifesowapo Ayobo Ayobo Ipaja Lagos,800000.0,1.0,1.0,Iyana Ipaja,flat & apartment,New
Newly Built 2bedroom Flat At Ayobo,Nnpc Golden Spoon Area Ayobo Ipaja Lagos,1600000.0,2.0,3.0,Iyana Ipaja,flat & apartment,New
Nice 2bedroom Flat In A Serene And Secured Environment,Abiola Estate Ayobo Ipaja Lagos,1100000.0,2.0,2.0,Iyana Ipaja,flat & apartment,Old
Newly Built 4 Bedroom Terrace Duplex With Bq,Off Admiralty Way Lekki Phase 1 Lekki Lagos,25000000.0,4.0,5.0,Lekki,duplex,New
4 Bedrooms Terrace Duplex With A Bq,Off Gbangbala Ikate Lekki Lagos,15000000.0,4.0,4.0,Lekki,duplex,Old
Studio Duplex,Lekki Phase 1 Lekki Lagos,80000.0,1.0,1.0,Lekki,duplex,Old
Newly Built 3 Bedroom Apartment With A Bq,Off Admiralty Lekki Phase 1 Lekki Lagos,20000000.0,3.0,3.0,Lekki,flat & apartment,New
Brand New 4 Bedroom Detached Duplex With Bq,"Pearl Garden Estate, Off Monestory Road Behind Shoprite, Lekki Epe Express Way Sangotedo Ajah Lagos",15000000.0,4.0,4.0,Ajah,duplex,New
2 Bedroom Flat,"Samadit Isheri Oshun, Bucknor Isolo Lagos",1600000.0,2.0,2.0,Isolo,flat & apartment,Old
Newly Built 2 Bedroom Flat,Tijani Salako Bucknor Estate. Bucknor Isolo Lagos,2500000.0,2.0,2.0,Isolo,flat & apartment,New
2 Bedroom Flat,"Divine Avenue Bucknor Estate, Bucknor Isolo Lagos",2000000.0,2.0,2.0,Isolo,flat & apartment,Old
Luxury Newly Built Mini Flat,Iyana Ejigbo Isolo Ejigbo Ejigbo Lagos,1000000.0,1.0,1.0,Ejigbo,flat & apartment,New
Newly Built 2 Bedroom Flat,Iyana Ejigbo Orilowo Ejigbo Lagos,1600000.0,2.0,2.0,Ejigbo,flat & apartment,New
Newly Built 2 Bedroom,Off Aiyelegun Road Bucknor Isolo Lagos,1600000.0,2.0,2.0,Isolo,,New
24hrs Light 2bedroom Terrace Duplex,Ikate Lekki Lagos,9000000.0,2.0,2.0,Lekki,duplex,Old
Room Selfcon,Badore Ajah Lagos,600000.0,1.0,1.0,Ajah,,Old
3 Bedroom Apartment With Bq,Safecourt Apartment Estate Ikate Lekki Lagos,6500000.0,3.0,3.0,Lekki,flat & apartment,Old
4 Bedroom Flat,Banana Island Banana Island Ikoyi Lagos,40000000.0,4.0,4.0,Ikoyi,flat & apartment,Old
"Newly Built Mini Flat In Oregun, Ikeja",Close Oregun Ikeja Lagos,2000000.0,1.0,2.0,Ikeja,flat & apartment,New
Modern 1 Bedroom Mini Flat Video Available.,Aptech Estate Sangotedo Ajah Lagos,1500000.0,1.0,1.0,Ajah,flat & apartment,Old
4 Bedrooms Massinate,Old Ikoyi Old Ikoyi Ikoyi Lagos,50000000.0,4.0,4.0,Ikoyi,,Old
1 Bedroom Apartment,Lekki Conservation Chevron Lekki Lagos,2000000.0,1.0,1.0,Lekki,flat & apartment,Old
Standard Room Available For 6 Months Only,Chevy View Estate Chevron Lekki Lagos,800000.0,1.0,1.0,Lekki,,Old
Nice Roomself At Ogba 800k,Off College Road Ifako Ogba Ogba Lagos,800000.0,1.0,1.0,Ogba,,Old
Well Built And Serviced 4 Bedroom Maisonette,Ologolo Lekki Lagos,8000000.0,4.0,4.0,Lekki,maisonette,Old
Mini Flat At Ogba,Oyemekun Ifako Ogba Ogba Lagos,1300000.0,1.0,1.0,Ogba,flat & apartment,Old
Fully Serviced & Modern 2 Bedroom Apartment (upstairs),Mobil Road Ilaje Ajah Lagos,4000000.0,2.0,2.0,Ajah,flat & apartment,Old
Standard 2bedroom Apartment,Gbagada Phase 2 Gbagada Lagos,3300000.0,2.0,2.0,Gbagada,flat & apartment,Old
Standard Newly Built Studio Apartment,Gbagada Phase 2 Gbagada Lagos,1300000.0,2.0,2.0,Gbagada,flat & apartment,New
Standard Furnished 2bedroom Apartment,Coker Road Ilupeju Lagos,4000000.0,2.0,2.0,Ilupeju,flat & apartment,Old
Newly Built 2bed At A Good Location,New Oko Oba Abule Egba Lagos New Oko Oba Abule Egba Lagos,5000000.0,2.0,3.0,Egba,,New
A Standard Decent Room Self Contain,Chisco Lekki Lagos,3000000.0,1.0,1.0,Lekki,self-contain,Old
A Decent Newly Built Room Self Contain,Lawanson Surulere Lagos,900000.0,1.0,1.0,Surulere,self-contain,New
A Decent Lovely Room Self Contain,Off Pedro Road Shomolu Lagos,900000.0,1.0,1.0,Shomolu,self-contain,Old
Room Self Contain,Off Bajulaye Road Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,Old
A Decent Newly Built Mini Flat,Iwaya Yaba Lagos,1800000.0,1.0,1.0,Yaba,flat & apartment,New
A Standard Decent Mini Flat,Off Pedro Road Shomolu Lagos,2200000.0,1.0,1.0,Shomolu,flat & apartment,Old
Standard Decent Room Self Contain,Pedro Road Igi Olugbin Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,Old
A Decent Lovely Mini Flat,Peninsula Estate Ajah Lagos,3000000.0,1.0,1.0,Ajah,flat & apartment,Old
A Standard Newly Built Mini Flat,Iwaya Yaba Lagos,2000000.0,1.0,1.0,Yaba,flat & apartment,New
A Decent Newly Built Room Self Contain,Alapere Kosofe Ikosi Lagos,1000000.0,1.0,1.0,Ikosi,self-contain,New
A Standard Newly Built Room Self Contain,Surulere Lagos,1300000.0,1.0,1.0,Surulere,self-contain,New
1 Bedroom Flat,"Aliu Animashaun Street, Lekki Phase 1 Lekki Phase 1 Lekki Lagos",110000.0,1.0,1.0,Lekki,flat & apartment,Old
A Decent Newly Built Room Self Contain,Iponri Surulere Lagos,1500000.0,1.0,1.0,Surulere,self-contain,New
Mini Flat,"Off Ilaje Road, Bariga Lagos",1600000.0,1.0,1.0,Bariga,flat & apartment,Old
A Standard Decent Room Self Contain,Ilupeju Palmgroove Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,Old
A Standard Newly Built Mini Flat,Kilo Marsha Surulere Lagos,2200000.0,1.0,1.0,Surulere,flat & apartment,New
Studio Apartment,Oniru Victoria Island Lagos,5000000.0,1.0,1.0,Victoria Island,flat & apartment,Old
A Standard Newly Built Room Self Contain,Pedro Road Shomolu Lagos,900000.0,1.0,1.0,Shomolu,self-contain,New
2 Bedroom Flat,New Horizon Estate Ikate Lekki Lagos,8500000.0,2.0,2.0,Lekki,flat & apartment,Old
A Decent Fully Furnished Studio Apartment,Lekki Phase 1 Lekki Lagos,2800000.0,1.0,1.0,Lekki,flat & apartment,Old
A Standard Decent Mini Flat,Royal Pine Estate Orchid Lekki Lagos,4000000.0,1.0,1.0,Lekki,flat & apartment,Old
A Standard Newly Built 2 Bedroom Flat,Palmgroove Shomolu Lagos,4000000.0,2.0,2.0,Shomolu,flat & apartment,New
A Decent Lovely Mini Flat,"Off Akerele, Surulere Surulere Lagos",2000000.0,1.0,1.0,Surulere,flat & apartment,Old
4 Bedroom Terrace Duplex,Happy Land Estate Sangotedo Ajah Lagos,7000000.0,4.0,5.0,Ajah,duplex,Old
A Decent Lovely Room Self Contain,Off New Garage Bariga Lagos,1000000.0,1.0,1.0,Bariga,self-contain,Old
A Decent Lovely Room Self Contain,Shomolu Lagos,800000.0,1.0,1.0,Shomolu,self-contain,Old
A Decent Lovely 3 Bedroom Flat,Sabo Yaba Lagos,4500000.0,3.0,3.0,Yaba,flat & apartment,Old
Room Self Contain,Off New Garage Bariga Lagos,900000.0,1.0,1.0,Bariga,self-contain,Old
A Decent Brand New 4 Bedroom Terrace Duplex.,Sangotedo Ajah Lagos,6000000.0,4.0,4.0,Ajah,duplex,New
A Decent Newly Built Room Self Contain,Alapere Kosofe Ikosi Lagos,1200000.0,1.0,1.0,Ikosi,self-contain,New
4 Bedroom Terrace Duplex,Off Mobile Road Ajah Lagos,10000000.0,4.0,4.0,Ajah,duplex,Old
A Decent Newly Built Room Self Contain,Bariga Lagos,900000.0,1.0,1.0,Bariga,self-contain,New
2 Bedroom Apartment,"Admiralty Way, Lekki Phase 1 Lekki Lagos",130000.0,2.0,2.0,Lekki,flat & apartment,Old
A Standard Newly Built Mini Flat,Off Oguntolu Road Shomolu Lagos,1500000.0,1.0,1.0,Shomolu,flat & apartment,New
A Decent Lovely Mini Flat,Off Oguntolu Road Shomolu Lagos,1500000.0,1.0,1.0,Shomolu,flat & apartment,Old
A Decent Lovely Room Self Contain,Akoka Yaba Lagos,750000.0,1.0,1.0,Yaba,self-contain,Old
A Fully Furnished 4 Bedroom Fully Detached Duplex,Bera Estate Chevron Lekki Lagos,13000000.0,4.0,4.0,Lekki,duplex,Old
A Decent Lovely Room Self Contain,Akoka Yaba Lagos,1300000.0,1.0,1.0,Yaba,self-contain,Old
Room Self Contain,Akoka Yaba Lagos,1200000.0,1.0,1.0,Yaba,self-contain,Old
A Standard Newly Built Mini Flat,Pedro Road Shomolu Lagos,1700000.0,1.0,1.0,Shomolu,flat & apartment,New
4 Bedroom Detached Duplex,Ikeja Gra Ikeja Lagos,30000000.0,4.0,4.0,Ikeja,duplex,Old
Executive 3 Bedroom Duplex,Oke Ira Ogba Lagos,6500000.0,3.0,3.0,Ogba,duplex,Old
Executive 2 Bedroom Flat,Omole Phase 1 Ojodu Lagos,5000000.0,2.0,2.0,Ojodu,flat & apartment,Old
3 Bedroom Apartment,Ikoyi Lagos,40000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
To Let 3 Bedroom Duplex In An Estate At Alhausa Ikeja,Alausa Ikeja Lagos,15000000.0,3.0,3.0,Ikeja,duplex,Old
Executive Room Self Contain,Fadeyi Shomolu Lagos,1300000.0,1.0,1.0,Shomolu,self-contain,Old
A Room Self Contained,Bariga Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,Old
4 Bedroom Duplex,Magodo Gra Phase 1 Ojodu Lagos,10000000.0,4.0,4.0,Ojodu,duplex,Old
Executive Miniflat,Omole Phase 1 Ojodu Lagos,4000000.0,1.0,1.0,Ojodu,flat & apartment,Old
Room Self Contain,Bariga Shomolu Lagos,700000.0,1.0,1.0,Shomolu,self-contain,Old
Mini Flat,Off Pedro Shomolu Shomolu Shomolu Lagos,2200000.0,1.0,1.0,Shomolu,flat & apartment,Old
Room Self Contain,Abule Oja Yaba Lagos,1000000.0,1.0,1.0,Yaba,self-contain,Old
Newly Built 4 Bedroom Terrace Duplex,Ikate Lekki Lagos,18000000.0,4.0,4.0,Lekki,duplex,New
Serviced 3 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos,10000000.0,3.0,3.0,Lekki,flat & apartment,Old
4 Bedroom Terrace Duplex,Lekki Phase 1 Lekki Lagos,35000000.0,4.0,4.0,Lekki,duplex,Old
Newly Built 4 Bedroom Terrace Duplex,Lekki Phase 1 Lekki Lagos,30000000.0,4.0,4.0,Lekki,duplex,New
2 Bedroom Duplex,Ikate Lekki Lagos,13000000.0,2.0,2.0,Lekki,duplex,Old
4 Bedroom Terraced Duplex With A Bq,Chevron Lekki Lagos,8000000.0,4.0,4.0,Lekki,duplex,Old
3 Bedroom Apartment,Lekki Lagos,12000000.0,3.0,3.0,Lekki,flat & apartment,Old
3 Bedroom Apartment With Bq,Ikate Lekki Lagos,12000000.0,3.0,3.0,Lekki,flat & apartment,Old
Fully Furnished Luxurious 2 Bedroom Apartment,Ilasan Lekki Lagos,13500000.0,2.0,2.0,Lekki,flat & apartment,Old
Newly Built 4 Bedroom Semi Detached Duplex,Osapa London Lekki Lagos,10000000.0,4.0,4.0,Lekki,duplex,New
2 Bedroom Apartment,Ikate Lekki Lagos,10000000.0,2.0,2.0,Lekki,flat & apartment,Old
4 Bedroom Terrace Duplex,Lekki Phase 1 Lekki Lagos,18000000.0,4.0,4.0,Lekki,duplex,Old
2 Bedroom Apartment,Lekki Lagos,10000000.0,2.0,2.0,Lekki,flat & apartment,Old
4 Bedroom Terraced Duplex With Bq,Victoria Island Lagos,40000000.0,4.0,4.0,Victoria Island,duplex,Old
4 Bedroom Terraced Duplex With Bq,Osapa London Lekki Lagos,9000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Maisonette,Lekki Phase 1 Lekki Lagos,35000000.0,4.0,4.0,Lekki,maisonette,Old
Furnished Luxurious 2 Bedroom Apartment,Ikate Lekki Lagos,11000000.0,2.0,2.0,Lekki,flat & apartment,Old
2 Bedroom Apartment,Ikate Lekki Lagos,10000000.0,2.0,2.0,Lekki,flat & apartment,Old
Furnished 2 Bedroom Apartment With Bq,White Sand Lekki Lagos,18000000.0,2.0,2.0,Lekki,flat & apartment,Old
4 Bedroom Detached House With Bq,Lekki Phase 1 Lekki Lagos,35000000.0,4.0,5.0,Lekki,,Old
4 Bedroom Terrace House,Freedom Way Lekki Phase 1 Lekki Lagos,18000000.0,4.0,5.0,Lekki,,Old
4 Bedroom Terrace Duplex With Bq,Osapa London Lekki Lagos,13000000.0,4.0,5.0,Lekki,duplex,Old
Four Bedroom Terraced Duplex,Vgc Lekki Lagos,7500000.0,4.0,5.0,Lekki,duplex,Old
Newly Built 4 Bedroom Flat,Ikoyi Lagos,45000000.0,4.0,4.0,Ikoyi,flat & apartment,New
Four Bedroom Fully Detached Duplex,Ikota Lekki Lagos,12000000.0,4.0,5.0,Lekki,duplex,Old
Studio Apartment,Lekki Phase 1 Lekki Lagos,1500000.0,4.0,5.0,Lekki,flat & apartment,Old
4 Bedroom Terraced Duplex With Bq,Lekki Phase 1 Lekki Lagos,20000000.0,4.0,5.0,Lekki,duplex,Old
5 Bedroom Terrace Duplex,Ikate Lekki Lagos,18000000.0,5.0,6.0,Lekki,duplex,Old
3 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos,30000000.0,3.0,4.0,Lekki,flat & apartment,Old
Furnished Studio Apartment,Lekki Phase 1 Lekki Lagos,10500000.0,2.0,2.0,Lekki,flat & apartment,Old
Newly Completed Apartments,Ikoyi Lagos,25000000.0,3.0,4.0,Ikoyi,flat & apartment,Old
4 Bedroom Terraced Duplex With Bq,Ikoyi Lagos,30000000.0,4.0,5.0,Ikoyi,duplex,Old
4 Bedroom Detached House With Mini Flat,Lekki Phase 1 Lekki Lagos,40000000.0,4.0,5.0,Lekki,flat & apartment,Old
4 Bedroom Terraced Duplex With A Bq,Victoria Island Lagos,30000000.0,4.0,5.0,Victoria Island,duplex,Old
2 Bedroom Apartment,Oniru Victoria Island Lagos,22000000.0,2.0,2.0,Victoria Island,flat & apartment,Old
4 Bedroom Terraced Duplex,Osapa London Lekki Lagos,7000000.0,4.0,5.0,Lekki,duplex,Old
4 Bedroom Apartment With Bq,Ikoyi Lagos,30000000.0,4.0,4.0,Ikoyi,flat & apartment,Old
Four Bedroom Terrace Duplex,Ikota Lekki Lagos,9000000.0,4.0,5.0,Lekki,duplex,Old
Luxury Fully Serviced 3bedrooms Apartment,Old Ikoyi Ikoyi Lagos,30000000.0,3.0,4.0,Ikoyi,flat & apartment,Old
4 Bedroom Maisonette,Lekki Phase 1 Lekki Lagos,25000000.0,4.0,5.0,Lekki,maisonette,Old
3 Bedroom Apartment,Oniru Victoria Island Lagos,15000000.0,3.0,4.0,Victoria Island,flat & apartment,Old
Newly Built 3 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos,20000000.0,3.0,4.0,Lekki,flat & apartment,New
4 Bedroom Terraced Duplex With Bq,Ikate Lekki Lagos,12000000.0,4.0,5.0,Lekki,duplex,Old
4 Bedroom Semi Detached Duplex,Orchid Lekki Lagos,9000000.0,4.0,5.0,Lekki,duplex,Old
Penthouse Mini Flat,Freedom Way Lekki Phase 1 Lekki Lagos,11000000.0,1.0,2.0,Lekki,flat & apartment,Old
2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,12000000.0,2.0,3.0,Lekki,flat & apartment,Old
4 Bedroom Semi Detached Townhouse,Adeyemi Lawson Ikoyi Lagos,50000000.0,4.0,4.0,Ikoyi,,Old
3 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos,30000000.0,3.0,4.0,Lekki,flat & apartment,Old
4 Bedroom Terrace Duplex,Ikate Lekki Lagos,25000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Duplex,Pinnock Estate Lekki Lagos,18000000.0,4.0,5.0,Lekki,duplex,Old
Furnished 3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,17000000.0,3.0,3.0,Lekki,flat & apartment,Old
2 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos,25000000.0,2.0,2.0,Lekki,flat & apartment,Old
3 Bedroom Apartment,Ikate Lekki Lagos,7000000.0,3.0,4.0,Lekki,flat & apartment,Old
3 Bedroom Apartment,Victoria Island Lagos,26000000.0,3.0,4.0,Victoria Island,flat & apartment,Old
5 Bedroom Duplex,Orchid Lekki Lagos,12000000.0,5.0,6.0,Lekki,duplex,Old
Serviced 4 Bedroom Terrace Duplex,Osapa London Lekki Lagos,8000000.0,4.0,5.0,Lekki,duplex,Old
4 Bedroom Terrace Duplex With Bq,Lekki Phase 1 Lekki Lagos,20000000.0,4.0,5.0,Lekki,duplex,Old
Studio Apartment,Grace Court In Royal Prime Estate Lekki Phase 2 Lekki Lagos,2500000.0,1.0,1.0,Lekki,flat & apartment,Old
5 Bedroom Fully Detached House With Bq,Ikate Lekki Lagos,28000000.0,5.0,6.0,Lekki,,Old
Serviced 4 Bedroom Semi Detached Duplex,Ikota Lekki Lagos,8000000.0,4.0,5.0,Lekki,duplex,Old
1 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,10000000.0,1.0,2.0,Lekki,flat & apartment,Old
2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,2500000.0,2.0,3.0,Lekki,flat & apartment,Old
3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,15000000.0,3.0,3.0,Lekki,flat & apartment,Old
Pristine 3 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos,35000000.0,3.0,4.0,Lekki,flat & apartment,Old
Top Floor 3 Bedroom Apartment With Bq,Bourdillon Ikoyi Lagos,35000000.0,3.0,4.0,Ikoyi,flat & apartment,Old
4 Bedroom Semi Detached House With Bq,Platinum Way Ikate Lekki Lagos,17000000.0,4.0,5.0,Lekki,,Old
5 Bedroom Duplex With 2 Rooms Service Quarters,Victoria Island Lagos,50000000.0,5.0,6.0,Victoria Island,duplex,Old
Fully Furnished 3 Bedroom Flat,Victoria Island Lagos,25000000.0,3.0,3.0,Victoria Island,flat & apartment,Old
Luxury Furnished 5 Bedroom Fully Detached Duplex + Bq,Osapa London Lekki Lagos,30000000.0,5.0,5.0,Lekki,duplex,Old
5 Bedroom Fully Detached Duplex,Chevron Lekki Lagos,15000000.0,5.0,6.0,Lekki,duplex,Old
1 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,10000000.0,1.0,2.0,Lekki,flat & apartment,Old
2 Bedroom Flat,Close Lagos Business School Olokonla Ajah Lagos,2000000.0,2.0,2.0,Ajah,flat & apartment,Old
3 Bedroom Flat With Bq,Old Ikoyi Ikoyi Lagos,35000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
2 Bedroom Flat,Ologolo Lekki Lagos,5500000.0,2.0,2.0,Lekki,flat & apartment,Old
3 Bedroom Flat,Ocean Parade Banana Island Ikoyi Lagos,50000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
Newly Built 4 Bedroom Terrace Duplex,Orchid Lekki Lagos,4500000.0,4.0,4.0,Lekki,duplex,New
3 Bedroom Flat,Ogidan By Skymall Sangotedo Ajah Lagos,3500000.0,3.0,2.0,Ajah,flat & apartment,Old
5 Bedroom Terrace Duplex,Parkview Estate Ikoyi Lagos,20000000.0,5.0,5.0,Ikoyi,duplex,Old
Serviced 2 Bedroom Flat,Banana Island Ikoyi Lagos,18500000.0,2.0,2.0,Ikoyi,flat & apartment,Old
Serviced 2 Bedroom Flat,Nike Art Gallery Road Lekki Phase 1 Lekki Lagos,14000000.0,2.0,2.0,Lekki,flat & apartment,Old
Shared Apartment,Right Hand Side Lekki Phase 1 Lekki Lagos,2100000.0,1.0,1.0,Lekki,flat & apartment,Old
Mini Flat,Parkview Estate Ikoyi Lagos,10000000.0,1.0,1.0,Ikoyi,flat & apartment,Old
Newly Built 4 Bedroom Terrace Duplex With Bq,Lekki Phase 1 Lekki Lagos,20000000.0,4.0,4.0,Lekki,duplex,New
2 Bedroom Flat,Oke Ira Ogba Lagos,2500000.0,2.0,2.0,Ogba,flat & apartment,Old
Modern 4 Bedroom Semi Detached Duplex With Bq,Adeyemi Lawanson Old Ikoyi Ikoyi Lagos,50000000.0,4.0,4.0,Ikoyi,duplex,Old
4 Bedroom Semi Detached Duplex,Femi Okunnu Estate Lekki Lagos,12000000.0,4.0,4.0,Lekki,duplex,Old
Decent 3 Bedroom Flat,Ajao Estate Isolo Lagos,2500000.0,3.0,3.0,Isolo,flat & apartment,Old
Newly Built 2 Bedroom Flat,Shagari Estate Egbeda Alimosho Lagos,2500000.0,2.0,2.0,Alimosho,flat & apartment,New
2 Bedroom Flat With Bq,Old Ikoyi Ikoyi Lagos,20000000.0,2.0,2.0,Ikoyi,flat & apartment,Old
Boys Quater,Osapa London Lekki Lagos,900000.0,,1.0,Lekki,,Old
2 Bedroom Flat,Opposite Safe Way Hospital Sangotedo Ajah Lagos,1800000.0,2.0,2.0,Ajah,flat & apartment,Old
Newly Built 3 Bedroom Flat,Ologolo Lekki Lagos,7000000.0,3.0,3.0,Lekki,flat & apartment,New
2 Bedroom Bungalow,Magodo Gra Phase 2 Kosofe Ikosi Lagos,4000000.0,2.0,2.0,Ikosi,bungalow,Old
Mini Flat,Ogudu Orike Ogudu Lagos,1600000.0,1.0,2.0,Ogudu,flat & apartment,Old
Newly Built 4 Bedroom Semi Detached Duplex,Mini Estate Off Agbaoku Opebi Ikeja Lagos,12000000.0,4.0,4.0,Ikeja,duplex,New
Mini Flat,Aptech Sangotedo Ajah Lagos,1800000.0,1.0,2.0,Ajah,flat & apartment,Old
Mini Flat,Akintunde Cresent Awoyaya Ajah Lagos,700000.0,1.0,1.0,Ajah,flat & apartment,Old
2 Bedroom Flat,Ikate Lekki Lagos,7000000.0,2.0,2.0,Lekki,flat & apartment,Old
Newly Renovated 3 Bedroom Flat,Abimbola Awoniyi Estate New Oko Oba Abule Egba Lagos,3500000.0,3.0,3.0,Egba,flat & apartment,Old
Newly Built 2 Bedroom Flat,Awolowo Road Ikoyi Lagos,15000000.0,2.0,2.0,Ikoyi,flat & apartment,New
Mini Flat,Lekki Conservation Lekki Lagos,4500000.0,1.0,2.0,Lekki,flat & apartment,Old
3 Bedroom Flat With Bq,Pinnock Estate Osapa London Lekki Lagos,10000000.0,3.0,2.0,Lekki,flat & apartment,Old
4 Bedroom Apartment With Bq,Banana Island Ikoyi Lagos,45000000.0,4.0,4.0,Ikoyi,flat & apartment,Old
2 Bedroom Flat,Idado Lekki Lagos,4000000.0,2.0,2.0,Lekki,flat & apartment,Old
2 Bedroom Flat,Off Admiralty Way Lekki Phase 1 Lekki Lagos,13100000.0,2.0,2.0,Lekki,flat & apartment,Old
3 Bedroom Flat,Old Ikoyi Ikoyi Lagos,37000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
4 Bedroom Detached Duplex,Victoria Island Lagos,40000000.0,4.0,4.0,Victoria Island,duplex,Old
Waterfront 4 Bedroom Detached Duplex,Osborne Foreshore Estate Ikoyi Lagos,40000000.0,4.0,4.0,Ikoyi,duplex,Old
Serviced Mini Flat,Lekki Phase 1 Lekki Lagos,5500000.0,1.0,2.0,Lekki,flat & apartment,Old
4 Bedroom Terraced Duplex With Bq,Agungi Lekki Lagos,6000000.0,4.0,4.0,Lekki,duplex,Old
A Room Bq,Bera Estate Chevron Lekki Lagos,600000.0,,1.0,Lekki,,Old
Fully Furnished 2 Bedroom Flat,Ikota Lekki Lagos,7000000.0,2.0,2.0,Lekki,flat & apartment,Old
Furnished 3 Bedroom Flat,Osborne Foreshore Estate Ikoyi Lagos,40000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
Mini Flat,Lekki Phase 1 Lekki Lagos,2500000.0,1.0,2.0,Lekki,flat & apartment,Old
Room And Parlour Self Contained,Blue Martins Awoyaya Ajah Lagos,800000.0,1.0,1.0,Ajah,self-contain,Old
3 Bedroom Bungalow,Thomas Estate Ajah Lagos,4500000.0,3.0,3.0,Ajah,bungalow,Old
4 Bedroom Semi Detached Duplex With Bq,Magodo Gra Phase 2 Kosofe Ikosi Lagos,13000000.0,4.0,4.0,Ikosi,duplex,Old
3 Bedroom Flat With Bq,Bourdillon Ikoyi Lagos,25000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
Newly Built 3 Bedroom Flat,Buena Vista Estate Orchid Lekki Lagos,5000000.0,3.0,3.0,Lekki,flat & apartment,New
Newly Built 4 Bedroom Terrace Duplex With Bq,Abraham Adesanya Estate Ajah Lagos,4000000.0,4.0,4.0,Ajah,duplex,New
3 Bedroom Semi Detached Duplex,College Road Ifako Ogba Ogba Lagos,4000000.0,3.0,3.0,Ogba,duplex,Old
3 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos,30000000.0,3.0,4.0,Lekki,flat & apartment,Old
Newly Built 4 Bedroom Terrace Duplex,Millenuim Ups Gbagada Lagos,7500000.0,4.0,4.0,Gbagada,duplex,New
Mini Flat,Badore Ajah Lagos,1200000.0,1.0,2.0,Ajah,flat & apartment,Old
3 Bedroom Flat With Bq,Off Chief Collins Lekki Phase 1 Lekki Lagos,11000000.0,3.0,3.0,Lekki,flat & apartment,Old
2 Bedroom Flat,Eric Moore Surulere Lagos,3000000.0,2.0,2.0,Surulere,flat & apartment,Old
Brand New Mini Flat,Off Cole Street Ojuelegba Surulere Lagos,2500000.0,1.0,2.0,Surulere,flat & apartment,New
2 Bedroom Duplex With Bq,Ikate Lekki Lagos,7000000.0,2.0,2.0,Lekki,duplex,Old
Brand New 2 Bedroom Flat,Richfield Ajao Estate Isolo Lagos,3000000.0,2.0,3.0,Isolo,flat & apartment,New
Serviced 3 Bedroom Flat,Ilasan Lekki Lagos,7000000.0,3.0,2.0,Lekki,flat & apartment,Old
2 Bedroom Flat,Unity Estate Egbeda Alimosho Lagos,2500000.0,2.0,2.0,Alimosho,flat & apartment,Old
Brand New Mini Flat,Osapa London Lekki Lagos,5000000.0,1.0,2.0,Lekki,flat & apartment,New
Room Bq,Lekki Conservative Lekki Lagos,600000.0,,1.0,Lekki,,Old
Brand New 2 Bedroom Flat,Off Cole Street Ojuelegba Surulere Lagos,3500000.0,2.0,2.0,Surulere,flat & apartment,New
